itemid,cameraid,objecttype,color,trajcentroids,largestbbox,itemheadings
fedb0cc555074ad29a1800c05e6acb00,scene-0647,vehicle.car,default_color,{[0101000080AC05E3021EE68340E2E0128D81848440518D976E1283D0BF@2018-09-18 11:48:08.162404+00]},"STBOX Z((635.3585634059032,654.8214790571084,-0.25800000000000006),(638.1707444813852,658.3050356590169,-0.25800000000000006))",{[231.08699999858945@2018-09-18 11:48:08.162404+00]}
c47a6135b5b24690a9fc92067d223773,scene-0647,vehicle.car,default_color,{[0101000080EF5C024833778340BE568FCB626784407C14AE47E17AD4BF@2018-09-18 11:48:08.162404+00]},"STBOX Z((621.2349581084485,650.825815848577,-0.32000000000000006),(624.5651212724664,655.0206637958831,-0.32000000000000006))",{[51.554999997181426@2018-09-18 11:48:08.162404+00]}
6179721f49e54ee9b6a258f03aa5e411,scene-0647,movable_object.barrier,default_color,"{[01010000806B4BD450F8BA84403607B832465384405062105839B4C03F@2018-09-18 11:48:07.162404+00, 01010000800D918A44F6BA84400DAB28705053844054E3A59BC420C83F@2018-09-18 11:48:07.662404+00, 0101000080501CF72BF2BA8440E44E99AD5A5384405C643BDF4F8DCF3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((663.1563831752585,650.1681243368982,0.13050000000000006),(663.5831126639588,650.6604285151984,0.24650000000000005))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:08.162404+00]}"
830093ef05c147c4b00f9c4e6f73bdfe,scene-0647,vehicle.car,default_color,"{[01010000809434D96C0D3F844023DD5462F1348440CACCCCCCCCCCD0BF@2018-09-18 11:48:07.162404+00, 0101000080FA9A3FD3733F844000025BE386348440C44B37894160D1BF@2018-09-18 11:48:07.662404+00, 0101000080F2EE22790F3F84405A6696C2D6348440E0A59BC420B0CABF@2018-09-18 11:48:08.162404+00]}","STBOX Z((646.3046529891809,644.8322626148506,-0.27149999999999985),(649.508457547236,648.3514640525508,-0.2084999999999999))","{[227.70999999990434@2018-09-18 11:48:07.162404+00, 227.70999999990434@2018-09-18 11:48:08.162404+00]}"
38593f8c5e78439382473ae8b8a5b9cf,scene-0647,movable_object.barrier,default_color,"{[01010000802404224246528440A0742F1559498440E8263108AC1CC23F@2018-09-18 11:48:07.162404+00, 01010000802404224246528440A0742F1559498440E8263108AC1CC23F@2018-09-18 11:48:08.162404+00]}","STBOX Z((650.0884206432518,648.9479209326893,0.14149999999999996),(650.4801910086484,649.3890739455965,0.14149999999999996))","{[48.392999999995766@2018-09-18 11:48:07.162404+00, 48.392999999995766@2018-09-18 11:48:08.162404+00]}"
114ddac39cd344f2bcc8c2264fd8ae3b,scene-0647,movable_object.barrier,default_color,"{[01010000807BD4412B96E384403F7470C8E62F844090ED7C3F355EBA3F@2018-09-18 11:48:07.162404+00, 0101000080A65B580465E3844097AD24915D308440E8FBA9F1D24DC23F@2018-09-18 11:48:08.162404+00]}","STBOX Z((668.2844015606227,645.8284214408698,0.10299999999999998),(668.5882478273032,646.2049525492798,0.14300000000000002))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:08.162404+00]}"
9be5ad709464467d94ecd86138379a38,scene-0647,movable_object.barrier,default_color,"{[0101000080DBDA3C50AE698440298BE929A49B8440F0A7C64B3789C13F@2018-09-18 11:48:07.162404+00, 01010000802A9482ADB0698440037275EFA59B8440ECA7C64B3789C13F@2018-09-18 11:48:07.662404+00, 01010000801479040AB3698440BCB025B8A79B8440448B6CE7FBA9C13F@2018-09-18 11:48:08.162404+00]}","STBOX Z((653.062795586351,659.2844315562388,0.1369999999999999),(653.3603474268745,659.6270945411144,0.138))","{[229.20938193716026@2018-09-18 11:48:07.162404+00, 229.1072074711098@2018-09-18 11:48:07.662404+00, 229.0051624424233@2018-09-18 11:48:08.162404+00]}"
e41db8f1b50d4069a8c08665ec951e5e,scene-0647,movable_object.barrier,default_color,"{[0101000080C27F5250942B84401CFBABF0766B8440941804560E2DC23F@2018-09-18 11:48:07.162404+00, 0101000080C27F5250942B84401CFBABF0766B844024DBF97E6ABCC43F@2018-09-18 11:48:08.162404+00]}","STBOX Z((645.2568457854059,653.2184814618441,0.14200000000000002),(645.637991869707,653.6476710032147,0.16200000000000003))","{[48.392999999995766@2018-09-18 11:48:07.162404+00, 48.392999999995766@2018-09-18 11:48:08.162404+00]}"
5d549938819942d2a789274acc3c5954,scene-0647,movable_object.barrier,default_color,"{[01010000805C35E3EBDFE0834080779549A8AD8440941804560E2DC23F@2018-09-18 11:48:07.162404+00, 01010000805C35E3EBDFE0834080779549A8AD8440941804560E2DC23F@2018-09-18 11:48:08.162404+00]}","STBOX Z((635.9210876578526,661.4951938387778,0.14200000000000002),(636.2975856191744,661.9191493613513,0.14200000000000002))","{[48.392999999995766@2018-09-18 11:48:07.162404+00, 48.392999999995766@2018-09-18 11:48:08.162404+00]}"
9b08f662eed54394b6d8a250f67ed536,scene-0647,movable_object.barrier,default_color,"{[01010000806415538140EC8340045286ADF70785401B2FDD240681D13F@2018-09-18 11:48:07.162404+00, 010100008046F0E1513CEC834090B95AECF2078540CBA145B6F3FDD03F@2018-09-18 11:48:07.662404+00, 01010000803B55712138EC8340A2A7CD2EEE078540D122DBF97E6AD03F@2018-09-18 11:48:08.162404+00]}","STBOX Z((637.3858734053841,672.8314554718197,0.2565),(637.6724098225046,673.1563288739545,0.2735))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.58782673776378@2018-09-18 11:48:07.662404+00, 228.4767943138676@2018-09-18 11:48:08.162404+00]}"
d04f79e5c37748508e338175591782d5,scene-0647,movable_object.barrier,default_color,"{[010100008068FB27DDEF298440E68B9BB231D18440941804560E2DB23F@2018-09-18 11:48:07.162404+00, 010100008066D0A0C6162A844002E6FFED10D18440F87E6ABC7493A83F@2018-09-18 11:48:07.662404+00, 0101000080FC132C33FE298440B12DE16825D18440D8CEF753E3A5AB3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((645.1021979073471,665.9740008940131,0.04799999999999999),(645.4010441740277,666.3085320024232,0.07100000000000001))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:08.162404+00]}"
b439f940c407492dbc92ec1524051a67,scene-0647,movable_object.barrier,default_color,"{[01010000806B857D0783F784402F6578567F1D844024B0726891EDBC3F@2018-09-18 11:48:07.162404+00, 0101000080BD3D9C8C6EF784409B4C7400711D84407CE9263108ACBC3F@2018-09-18 11:48:07.662404+00, 01010000806DB0041E5CF78440083470AA621D8440D422DBF97E6ABC3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((670.7813760266155,643.5154135987702,0.11100000000000004),(671.0775822341765,643.8449396967236,0.11300000000000004))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:08.162404+00]}"
5b80e3dcd19e481896bc15719a391f6f,scene-0647,movable_object.barrier,default_color,"{[0101000080958E02291201844090A164DD8FF584406ABC74931804CE3F@2018-09-18 11:48:07.162404+00, 01010000800276FED203018440C4FF1E279CF584401E85EB51B81ECD3F@2018-09-18 11:48:07.662404+00, 0101000080CD174489F7008440FA5DD970A8F58440D24D62105839CC3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((639.9730239721457,670.5269659069828,0.22049999999999997),(640.281710593544,670.875527078133,0.2345))","{[228.69899999893985@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:08.162404+00]}"
0f2b0050bc7a442a971a4c5f154d0934,scene-0647,movable_object.barrier,default_color,"{[01010000806A209A8E43A48440C6CCB28D466784406C91ED7C3F35C63F@2018-09-18 11:48:07.162404+00, 01010000806411F4C93BA4844087A922A850678440F2FDD478E926C93F@2018-09-18 11:48:07.662404+00, 0101000080B494910434A48440EC67E8D15C6784407E6ABC749318CC3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((660.3847300395314,652.7476792273642,0.1735000000000001),(660.6730804878887,653.0815926618162,0.21949999999999997))","{[229.10739631906588@2018-09-18 11:48:07.162404+00, 229.00523278244782@2018-09-18 11:48:07.662404+00, 228.90319866934797@2018-09-18 11:48:08.162404+00]}"
caa75d1f69d24f57aa7aad6e91d9223e,scene-0647,vehicle.car,default_color,"{[0101000080F81E46D1FC698440BF17675E525F844020B0726891EDBC3F@2018-09-18 11:48:07.162404+00, 0101000080113609155993844016B1D6C0EB398440F87E6ABC7493B83F@2018-09-18 11:48:07.662404+00, 01010000805E694AC162BC8440D089351DCF148440FCA9F1D24D62C03F@2018-09-18 11:48:08.162404+00]}","STBOX Z((654.8060577351171,641.2289980280717,0.09599999999999997),(661.9664206139897,653.3147482516094,0.128))","{[318.0599999997917@2018-09-18 11:48:07.162404+00, 317.0599999997917@2018-09-18 11:48:07.662404+00, 319.0599999997917@2018-09-18 11:48:08.162404+00]}"
4ff6dee2d7e44d0cb3bacbf4ff434e6a,scene-0647,movable_object.barrier,default_color,"{[0101000080108BB94A50168440DEE3FE936FE48440E07A14AE47E1C23F@2018-09-18 11:48:07.162404+00, 01010000801CD24C88FF158440CC7EE51E4DE48440AA9BC420B072C03F@2018-09-18 11:48:07.662404+00, 0101000080F32367B5AC15844024DC28B22AE48440803F355EBA49BC3F@2018-09-18 11:48:08.162404+00]}","STBOX Z((642.5165847904065,668.3082020509079,0.11050000000000004),(642.9805718040836,668.7683687495072,0.14749999999999996))","{[228.18072665835322@2018-09-18 11:48:07.162404+00, 227.99539621251265@2018-09-18 11:48:07.662404+00, 227.81030054826954@2018-09-18 11:48:08.162404+00]}"
5006b37c277a4d1695409f1115711343,scene-0647,vehicle.car,default_color,"{[0101000080ACD153D461448440C6658A462AB7834036894160E5D0D2BF@2018-09-18 11:48:07.162404+00, 0101000080824A3DFB92448440AE613438FDB6834024068195438BCCBF@2018-09-18 11:48:07.662404+00]}","STBOX Z((647.0998584638575,629.2519663078954,-0.29399999999999993),(650.0196780634639,632.5173184081976,-0.22299999999999998))","{[228.23999999995934@2018-09-18 11:48:07.162404+00, 228.23999999995934@2018-09-18 11:48:07.662404+00]}"
1c27b08e35cd4b0c8813a3399ed9c04e,scene-0647,movable_object.barrier,default_color,"{[01010000806261F9E7030C85400167D612DA0B844058E3A59BC420B03F@2018-09-18 11:48:07.162404+00, 0101000080B476991F050C8540B64D7ECADD0B8440E0F97E6ABC74B33F@2018-09-18 11:48:07.662404+00]}","STBOX Z((673.3592784702114,641.3177253698877,0.06300000000000006),(673.645724884691,641.6463181989845,0.07600000000000007))","{[228.99351820098076@2018-09-18 11:48:07.162404+00, 228.69899999893985@2018-09-18 11:48:07.662404+00]}"
6e76d0d4fb334a2d86351c189b524caa,scene-0647,vehicle.car,default_color,"{[010100008014441D479E988440B032032E84E483408095438B6CE7ABBF@2018-09-18 11:48:07.162404+00, 010100008014441D479E988440B032032E84E483408095438B6CE7ABBF@2018-09-18 11:48:07.662404+00]}","STBOX Z((657.3514189639167,634.9747447174126,-0.05449999999999999),(660.8031491906855,638.1543370563155,-0.05449999999999999))","{[222.64999999996982@2018-09-18 11:48:07.162404+00, 222.64999999996982@2018-09-18 11:48:07.662404+00]}"
27c4e8c547054db3aa5f126ac56a6d3f,scene-0647,movable_object.barrier,default_color,"{[0101000080D23356678F408540248674159A7984403AB4C876BE9FF43F@2018-09-18 11:48:07.162404+00, 01010000808C7D6269BA408540C8F6B11F71798440068195438B6CF53F@2018-09-18 11:48:07.662404+00]}","STBOX Z((679.9339644817242,655.0328940699385,1.2890000000000001),(680.2270781541104,655.3475784000468,1.339))","{[46.81599999788551@2018-09-18 11:48:07.162404+00, 46.81599999788551@2018-09-18 11:48:07.662404+00]}"
9484d3b5ee424b4787f5bcc73c89b726,scene-0647,movable_object.barrier,default_color,"{[01010000806CA4811D9A8884404E6B6B7E5118844040355EBA490CC23F@2018-09-18 11:48:07.162404+00, 01010000806CA4811D9A8884404E6B6B7E5118844040355EBA490CC23F@2018-09-18 11:48:07.662404+00]}","STBOX Z((656.8800304263907,642.8199631180303,0.14100000000000001),(657.2704727566504,643.2596206969953,0.14100000000000001))","{[48.392999999995766@2018-09-18 11:48:07.162404+00, 48.392999999995766@2018-09-18 11:48:07.662404+00]}"
992bf73af4df45a69d6dace498d5db95,scene-0647,movable_object.barrier,default_color,"{[01010000808AF22CA464548540331EEC0ED3668440986E1283C0CAF33F@2018-09-18 11:48:07.162404+00, 01010000808AF22CA464548540331EEC0ED3668440986E1283C0CAF33F@2018-09-18 11:48:07.662404+00]}","STBOX Z((682.3604869397122,652.6374362438225,1.237),(682.737795590408,653.068675367871,1.237))","{[48.81599999788551@2018-09-18 11:48:07.162404+00, 48.81599999788551@2018-09-18 11:48:07.662404+00]}"
b05f29af584144578c237e5e5768d598,scene-0647,vehicle.car,default_color,"{[01010000808FD0F707DDA98440AED7D1C2FBD38340986E1283C0CAC9BF@2018-09-18 11:48:07.162404+00, 010100008083CECC80C6A98440431B5D2FE3D38340CCA145B6F3FDCCBF@2018-09-18 11:48:07.662404+00]}","STBOX Z((659.700421242899,632.7818276361127,-0.22650000000000003),(662.7544294652084,636.2020327295537,-0.2015))","{[228.23999999995934@2018-09-18 11:48:07.162404+00, 228.23999999995934@2018-09-18 11:48:07.662404+00]}"
960a15622f37451b84ff77f8814b4cce,scene-0647,vehicle.car,default_color,"{[01010000807609EDF34F0684403151922623EA83409DEFA7C64B37D9BF@2018-09-18 11:48:07.162404+00, 01010000807609EDF34F0684403151922623EA834008AC1C5A643BCFBF@2018-09-18 11:48:07.662404+00]}","STBOX Z((639.2345036236426,635.5315602612876,-0.39399999999999996),(642.3435753174188,639.002766565004,-0.244))","{[48.14999999998821@2018-09-18 11:48:07.162404+00, 48.14999999998821@2018-09-18 11:48:07.662404+00]}"
b708aab5ce9b46748c870f0e9de0da87,scene-0647,vehicle.truck,default_color,{[010100008034DD041A32F08440DC5673975D8E83406CE7FBA9F1D2D9BF@2018-09-18 11:48:07.162404+00]},"STBOX Z((668.0772505623553,623.81577730045,-0.40349999999999997),(671.9716768172541,627.7756207500265,-0.40349999999999997))",{[45.47719808943532@2018-09-18 11:48:07.162404+00]}
5a907151eb7a429498a09f9c0ede2e24,scene-0647,vehicle.car,default_color,{[01010000804B3D4ECDC0298440969A5A9F44D183408616D9CEF753D3BF@2018-09-18 11:48:07.162404+00]},"STBOX Z((643.8484145947931,632.6281222292167,-0.30199999999999994),(646.5898685840046,635.6888919077512,-0.30199999999999994))",{[48.14999999998821@2018-09-18 11:48:07.162404+00]}
7741600afa614aed9032a267e473317e,scene-0647,movable_object.barrier,default_color,{[010100008090F7E27ADCAC8440E2131A69DBF78340EA263108AC1CC23F@2018-09-18 11:48:07.162404+00]},"STBOX Z((661.4393278089625,638.7925878074943,0.14150000000000001),(661.7759847161763,639.1716803118061,0.14150000000000001))",{[48.392999999995766@2018-09-18 11:48:07.162404+00]}
34b20f82caf1457191d52196fdbe8401,scene-0647,movable_object.barrier,default_color,{[01010000801C85161EF89B8440161A83AC6B078440EE7C3F355EBAC13F@2018-09-18 11:48:07.162404+00]},"STBOX Z((659.3238385792281,640.7335425805181,0.1385),(659.6684636972634,641.1216076884822,0.1385))",{[48.392999999995766@2018-09-18 11:48:07.162404+00]}
692c66eee0144dbf9eb94e76f55c317c,scene-0647,movable_object.barrier,default_color,{[0101000080568BC1AEF0678540489A93E0FD548440A01A2FDD2406F63F@2018-09-18 11:48:07.162404+00]},"STBOX Z((684.846071308935,650.4679233133041,1.3765),(685.1389703324237,650.7800036908344,1.3765))",{[46.81599999788551@2018-09-18 11:48:07.162404+00]}
3ec26beabdd44358af200007fcf8b047,scene-0647,movable_object.barrier,default_color,{[010100008002A3F99D991D85400C6D7C6E5B958340EC263108AC1CC23F@2018-09-18 11:48:07.162404+00]},"STBOX Z((675.5672948021595,626.5107855378656,0.14150000000000007),(675.8327218876886,626.8285031204251,0.14150000000000007))",{[50.12400000007119@2018-09-18 11:48:07.162404+00]}
93920a042d404e2489ccd73b2dfca12f,scene-0647,movable_object.barrier,default_color,{[0101000080221F7CCFE1498540782FF82C72D3834070931804560EBD3F@2018-09-18 11:48:07.162404+00]},"STBOX Z((681.0795912538725,634.2767091119445,0.11349999999999993),(681.3909268005177,634.5847905579863,0.11349999999999993))",{[224.69899999893985@2018-09-18 11:48:07.162404+00]}
4ac55c021cc64e2fb3af320d8dc7de85,scene-0647,vehicle.car,default_color,{[010100008097ECC8AAC1C5844034DCC187B7BF8340A0EFA7C64B37B9BF@2018-09-18 11:48:07.162404+00]},"STBOX Z((663.0122330016601,630.3483774893419,-0.09850000000000003),(666.4268950533786,633.5808513210307,-0.09850000000000003))",{[223.4299999999699@2018-09-18 11:48:07.162404+00]}
0d319073faec4e2781221f49f91bb2eb,scene-0647,movable_object.barrier,default_color,{[01010000802F0C41F8C07A854014D7265E264484408FC2F5285C8FF33F@2018-09-18 11:48:07.162404+00]},"STBOX Z((687.2292000238325,648.3928778085568,1.2225),(687.459246990374,648.6445907267495,1.2225))",{[47.574999999937916@2018-09-18 11:48:07.162404+00]}
f9d955f5c8154b658e0ac60848409ee6,scene-0647,vehicle.car,default_color,{[0101000080F68120FB41D684407C6138430BAF8340809999999999A9BF@2018-09-18 11:48:07.162404+00]},"STBOX Z((665.2152638203256,628.1948068244502,-0.04999999999999982),(668.3491707155898,631.5661917879061,-0.04999999999999982))",{[227.09067509419444@2018-09-18 11:48:07.162404+00]}
f2d58356e4304977aa9624dcf8b22afa,scene-0650,vehicle.car,default_color,"{[0101000080145FB2563B2E8340408D16CFCC3693408A4160E5D022DB3F@2018-09-18 11:50:15.412404+00, 01010000803EBB4119312E83402BDFCEEDD1369340365EBA490C02DB3F@2018-09-18 11:50:18.362404+00, 01010000803EBB4119312E8340899918FAD3369340365EBA490C02DB3F@2018-09-18 11:50:18.862404+00, 0101000080DE00F80C2F2E8340B8763D00D5369340DE4F8D976E12DB3F@2018-09-18 11:50:19.362404+00, 0101000080DE00F80C2F2E83401731870CD7369340DE4F8D976E12DB3F@2018-09-18 11:50:19.862404+00]}","STBOX Z((612.634926613949,1227.71876089546,0.42200000000000004),(614.9170212954568,1231.6912565613027,0.42400000000000004))","{[60.121000000044035@2018-09-18 11:50:15.412404+00, 60.121000000044035@2018-09-18 11:50:19.862404+00]}"
54ba04aa05314943a7d51708caecc43a,scene-0650,vehicle.car,default_color,"{[01010000802E9F5168ADE18440DCA865215ADF944080C0CAA145B6A33F@2018-09-18 11:50:15.412404+00, 01010000802E9F5168ADE18440DCA865215ADF9440102DB29DEFA7B63F@2018-09-18 11:50:18.362404+00, 01010000802E9F5168ADE18440DCA865215ADF9440806ABC749318B43F@2018-09-18 11:50:19.362404+00, 01010000802E9F5168ADE18440DCA865215ADF94402085EB51B81EB53F@2018-09-18 11:50:19.862404+00]}","STBOX Z((667.00827494385,1333.6290915308819,0.03849999999999998),(669.4110683134251,1338.0469445188303,0.08850000000000002))","{[241.4589999998828@2018-09-18 11:50:15.412404+00, 241.4589999998828@2018-09-18 11:50:19.862404+00]}"
56c5893739774f2a98443d3848a31343,scene-0650,vehicle.car,default_color,"{[0101000080190672B4588D8340DE77566495889340BD9F1A2FDD24E03F@2018-09-18 11:50:15.412404+00, 0101000080190672B4588D8340DE77566495889340BD9F1A2FDD24E03F@2018-09-18 11:50:19.862404+00]}","STBOX Z((624.4678113846263,1247.9895464288634,0.5044999999999998),(626.8688144599688,1252.3022347125439,0.5044999999999998))","{[60.89399999007645@2018-09-18 11:50:15.412404+00, 60.89399999007645@2018-09-18 11:50:19.862404+00]}"
a05601da5b414f5688308a7046c37ac9,scene-0650,vehicle.car,default_color,"{[0101000080B567810A882385404210E6836B1B954010AC1C5A643BAFBF@2018-09-18 11:50:15.412404+00, 0101000080B567810A882385404210E6836B1B954010AC1C5A643BAFBF@2018-09-18 11:50:19.862404+00]}","STBOX Z((675.3442327665753,1348.7548294839485,-0.061000000000000054),(677.5386198086837,1352.9551611981617,-0.061000000000000054))","{[242.41600000015964@2018-09-18 11:50:15.412404+00, 242.41600000015964@2018-09-18 11:50:19.862404+00]}"
615d54999e7547bca519d275129113f6,scene-0650,vehicle.car,default_color,"{[0101000080C6B8C39E39848440CDF6A349548F944084EB51B81E85C33F@2018-09-18 11:50:15.412404+00, 0101000080DEBC19AD6684844068BBC4F9468F944022B0726891EDD03F@2018-09-18 11:50:18.362404+00, 0101000080DEBC19AD6684844068BBC4F9468F94401A04560E2DB2D13F@2018-09-18 11:50:18.862404+00, 0101000080990626AF91848440335D0AB03A8F94407AE9263108ACD03F@2018-09-18 11:50:19.362404+00, 0101000080F595E8A4BA8484402DDC746C2F8F94405CBA490C022BCF3F@2018-09-18 11:50:19.862404+00]}","STBOX Z((655.2649779192367,1313.5794254264204,0.15249999999999997),(657.8542917819129,1318.0491989058903,0.2765000000000001))","{[240.32599999911162@2018-09-18 11:50:15.412404+00, 240.32599999911162@2018-09-18 11:50:19.862404+00]}"
35b961b4dcfe45b185e5297a6b17a929,scene-0650,vehicle.car,default_color,"{[010100008061451E2594F9844019F948B93BF5944000D7A3703D0A97BF@2018-09-18 11:50:15.412404+00, 010100008061451E2594F9844019F948B93BF5944000D7A3703D0A97BF@2018-09-18 11:50:19.862404+00]}","STBOX Z((670.021979156746,1339.1472744113848,-0.022499999999999964),(672.372693688126,1343.4693735763694,-0.022499999999999964))","{[241.4589999998828@2018-09-18 11:50:15.412404+00, 241.4589999998828@2018-09-18 11:50:19.862404+00]}"
972c8c8ceace414aaed2ca97d0a454b4,scene-0650,vehicle.car,default_color,"{[0101000080136EAF08E0418340CE814A06DAEA934038B4C876BE9FC2BF@2018-09-18 11:50:15.412404+00, 0101000080136EAF08E0418340CE814A06DAEA934038B4C876BE9FC2BF@2018-09-18 11:50:19.862404+00]}","STBOX Z((614.2935652783885,1273.5905255100063,-0.14549999999999996),(618.1752178533,1275.8353037368438,-0.14549999999999996))","{[149.9589999998512@2018-09-18 11:50:15.412404+00, 149.9589999998512@2018-09-18 11:50:19.862404+00]}"
6523c6af0af14d7cae706296e4e54bae,scene-0650,vehicle.car,default_color,"{[01010000800CCBAD39DC16834033962EDA88249340A445B6F3FDD4D83F@2018-09-18 11:50:15.412404+00, 01010000800CCBAD39DC16834033962EDA88249340A445B6F3FDD4D83F@2018-09-18 11:50:19.862404+00]}","STBOX Z((609.6126631105188,1223.0234785191997,0.3880000000000001),(612.1024006669451,1227.2438110772005,0.3880000000000001))","{[59.462000000035744@2018-09-18 11:50:15.412404+00, 59.462000000035744@2018-09-18 11:50:19.862404+00]}"
3b7e0a19b0ee46ae831cd8624ac89d19,scene-0650,vehicle.car,default_color,"{[01010000802646D00D8F9182401681FC1A24F99340703D0AD7A370ADBF@2018-09-18 11:50:15.412404+00, 01010000802646D00D8F9182401681FC1A24F99340703D0AD7A370ADBF@2018-09-18 11:50:19.862404+00]}","STBOX Z((592.0479212161327,1277.3186338192731,-0.057499999999999996),(596.3417799159564,1279.2518845701975,-0.057499999999999996))","{[335.76099999966686@2018-09-18 11:50:15.412404+00, 335.76099999966686@2018-09-18 11:50:19.862404+00]}"
c38125672822419ea055486256de4e34,scene-0650,vehicle.car,default_color,"{[0101000080F37D779D27488340AE2A2CF2F84D934022DBF97E6ABCE43F@2018-09-18 11:50:15.412404+00, 0101000080BE1FBD531B48834013660B42064E934022DBF97E6ABCE43F@2018-09-18 11:50:18.362404+00, 0101000080A3F0DF2E1548834042433048074E934022DBF97E6ABCE43F@2018-09-18 11:50:18.862404+00, 010100008088C1020A0F488340A0FD7954094E934022DBF97E6ABCE43F@2018-09-18 11:50:19.362404+00, 010100008010D8DBD806488340FEB7C3600B4E934022DBF97E6ABCE43F@2018-09-18 11:50:19.862404+00]}","STBOX Z((615.946243397266,1233.618115654196,0.6479999999999999),(618.0764432282741,1237.3861069755515,0.6479999999999999))","{[60.45200000009851@2018-09-18 11:50:15.412404+00, 60.45200000009851@2018-09-18 11:50:19.862404+00]}"
283f06f782e6498789ba8f1c976f28b9,scene-0650,vehicle.car,default_color,"{[0101000080C90CAACEAFD984405EC1CF75F5B4944024068195438BD03F@2018-09-18 11:50:15.412404+00, 0101000080DB8F6A99510E85408D9EF47BF6E29440303333333333CB3F@2018-09-18 11:50:18.362404+00, 010100008058CF9FF70B1585406CEE8113E5E89440A01A2FDD2406C93F@2018-09-18 11:50:18.862404+00, 0101000080DCAD1714B2188540BE3004D13EEC9440A01A2FDD2406C93F@2018-09-18 11:50:19.362404+00, 010100008087FF6D3A581C8540C8F1078296EF9440F4FDD478E926C93F@2018-09-18 11:50:19.862404+00]}","STBOX Z((668.2778073199112,1327.1275579218197,0.1955),(674.492626878136,1337.9998931425987,0.25849999999999995))","{[60.52600000384831@2018-09-18 11:50:15.412404+00, 60.52600000384831@2018-09-18 11:50:18.862404+00, 60.77620899590664@2018-09-18 11:50:19.362404+00, 61.025866508921126@2018-09-18 11:50:19.862404+00]}"
a04fd383baa84ea7896a397207c54053,scene-0650,vehicle.car,default_color,"{[0101000080160E2692856A8240D39618DEEC049440202FDD24068195BF@2018-09-18 11:50:15.412404+00, 0101000080160E2692856A8240D39618DEEC049440202FDD24068195BF@2018-09-18 11:50:19.862404+00]}","STBOX Z((587.3087730017645,1280.0967699067796,-0.02100000000000002),(591.3216673236003,1282.3658620516203,-0.02100000000000002))","{[330.5139999989398@2018-09-18 11:50:15.412404+00, 330.5139999989398@2018-09-18 11:50:19.862404+00]}"
5966ee1fab9a431db2635375de4ee416,scene-0650,vehicle.car,default_color,"{[010100008089AF4D775DCD844012A412FAB1B5944000D578E92631B83F@2018-09-18 11:50:15.412404+00, 0101000080855A0E31FA4F8440847A40F24A4994405DBA490C022BE13F@2018-09-18 11:50:18.362404+00, 0101000080BCA026B7E223844063CDFAE2EA2494402B8716D9CEF7E53F@2018-09-18 11:50:19.362404+00, 0101000080B293F23DE30D844064F1AA16C412944091ED7C3F355EE83F@2018-09-18 11:50:19.862404+00]}","STBOX Z((640.481671714793,1282.6207423936876,0.09450000000000003),(666.8666179256394,1327.5287692488835,0.7615))","{[240.39600000020107@2018-09-18 11:50:15.412404+00, 239.39600000020107@2018-09-18 11:50:18.362404+00, 238.99574212899034@2018-09-18 11:50:19.362404+00, 238.796046311439@2018-09-18 11:50:19.862404+00]}"
9fed9566b69b46d5b106b475db964610,scene-0650,vehicle.car,default_color,"{[010100008057BF1511C0778340CDE696F3B2759340A9F1D24D6210E03F@2018-09-18 11:50:15.412404+00, 010100008057BF1511C0778340CDE696F3B2759340A9F1D24D6210E03F@2018-09-18 11:50:19.862404+00]}","STBOX Z((621.7983809439787,1243.357594979841,0.5019999999999999),(624.1391842299366,1247.4919197102472,0.5019999999999999))","{[60.48200000008802@2018-09-18 11:50:15.412404+00, 60.48200000008802@2018-09-18 11:50:19.862404+00]}"
797bc04e7cd34e3c891eca2bf19c8663,scene-0650,vehicle.car,default_color,"{[0101000080BB96365C61E0854043CA72A365C19540A0F1D24D621098BF@2018-09-18 11:50:15.412404+00, 01010000802EFFC749DEE18540BCB399D46DC295404862105839B4B8BF@2018-09-18 11:50:18.362404+00, 0101000080F1F4F0A56DE28540016A8DD242C29540002B8716D9CEA7BF@2018-09-18 11:50:18.862404+00, 0101000080A5BD67640DE28540289B957E5FC2954000EA263108AC6C3F@2018-09-18 11:50:19.362404+00, 0101000080A5BD67640DE28540289B957E5FC2954000EA263108AC6C3F@2018-09-18 11:50:19.862404+00]}","STBOX Z((699.0368419428019,1390.6641105899537,-0.09649999999999992),(701.314236385283,1394.292402047366,0.0035000000000000586))","{[239.04600000455977@2018-09-18 11:50:15.412404+00, 239.04600000455977@2018-09-18 11:50:19.862404+00]}"
